카테고리,음식_링크,음식_이름,이미지_링크,필수재료,칼로리(kcal),탄수화물(g),단백질(g),총 지방(g)
국물,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=4&s_orderby=new&idx=1100,닭칼국수,https://ottogi.okitchen.co.kr/pds/upfile/2020-10-22_1018444906[7].jpg,"['닭가슴살 한덩어리, 물 1000ml, 마늘 15톨, 오뚜기 통후추 약간, 오뚜기 생칼국수 300g', '애호박 1/4개, 당근 1/4개, 대파 1대, 양파 1개', '간장 2T, 오뚜기 순후추 약간, 소금 1T, 다진마늘 1T']",358.6,69.3,15.8,2.4
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1431,창녕갈릭 소이소스 파스타,https://ottogi.okitchen.co.kr/pds/upfile/2023-08-30_789447777[9].jpg,"['스파게티면 500원 동전크기, 창녕갈릭소이소스 80g, 프레스코 올리브오일 8g, 표고버섯 1개, 양파 1/3개, 소고기 부채살 50g, 홍피망 1/2개, 청양고추 1개, 면수 40~50g, 소금 약간, 후추 약간']",602.53,93.33,23.05,13.07
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1383,베이컨 로제떡볶이,https://ottogi.okitchen.co.kr/pds/upfile/2023-05-26_944322754[3].jpg,"['프레스코스파게티소스 베이컨로제 100g, 쫄깃한 쌀떡볶이떡 200g, 대파 1/3대(30g), 중국식넓은당면 100g 20g, 직접갈아먹는통후추 약간, 삶은 메추리알 4알(40g), 베이컨 1장(18g), 마늘 1톨(5g), 양파 1/4개(50g), 맛있는 오리지널핫도그 1개(80g), 양배추 50g, 고추장 1t(3g), 우유 150ml, 물 100ml']",552.3,83.9,15.5,77.2
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1376,카레 치즈라면,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[9].jpg,"['진라면 매운맛 1개(분말스프 1T), 3분카레(순한맛) 1봉, 슬라이스치즈 1장(20g), 물 550ml, 파슬리가루 약간']",337.2,102.96,20.54,24.84
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1360,히야시츄카,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[15].jpg,"['옛날국수중면(500g)100g, 토마토1/2개(80g), 냉면육수1봉(330g), 오이2/3개(100g), 달걀2개, 슬라이스 햄4장(50g), 맛살60g, 고소한 참기름1t(3g), 연겨자1t(취향껏), 가쓰오부시장국2T(20g), 옛날 볶음참깨1t']",669.04,78.14,16.34,7.05
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1357,토마토진짬뽕,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[9].jpg,"['진짬뽕1개, 토마토케챂1T, 방울토마토8개(90g), 프레스코 카놀라유1T, 물550ml, 계란1개']",699.2,87.74,17.83,31.08
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1353,우유크림파스타,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[1].jpg,"['양파1/2개(100g), 우유300ml, 프레스코 포도씨유1T(15g), 크림스프30g, 생마늘3개(10g), 베이컨50g, 양송이버섯2개(30g), 순후추약간, 소금약간(2꼬집), 프레스코 스파게티면100g']",478.9,32.37,9.92,34.62
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1352,올리브바질 참치 파스타,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[11].jpg,"['올리브바질참치캔1개, 프레스코 펜네40g, 프레스코 후실리40g, 프레스코 올리브유2T(20g), 레몬주스1T(10g), 방울토마토5개(50g), 소금(면 삶는 용)10g, 순후추약간, 양파1/10개(20g), 오이1/4개(35g), 파마산 치즈가루약간(2g), 소금(소스 용)1t(1g)']",736.99,60.58,29.14,21.9
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1351,열라면 투움바,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[9].jpg,"['프레스코 까르보나라소스5T(75g), 열라면1개, 칵테일새우8마리(40g), 양송이버섯2개(40g), 양파1/4개(50g), 물150ml, 프레스코 올리브유1T, 파슬리가루 또는 치즈가루약간']",358.6,69.3,15.8,2.4
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1348,방울토마토소바,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[3].jpg,"['다시마장국50ml, 방울토마토7개(120g), 옛날 메밀국수100g, 실파1줄기(5g), 다시마식초4T(40g), 김가루약간, 설탕2T(20g), (육수용) 차가운 물450ml, 소금약간, (절임용) 물2T(20g), 옛날 볶음참깨1t']",478.38,103.23,12.69,2.68
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1347,무파라면,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[1].jpg,"['진라면 매운맛1봉지, 향긋한 들기름2T(20g), 무1/4개(140g), 다진마늘1t(7g), 청양고추1/2개(5g), 새우젓1t(3g), 물550ml, 대파1/2대']",717.57,87.79,14.62,34.86
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1344,로제 바지락 리조또,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-21_346893421[1].jpg,"['프레스코 감바스150g, 방울 토마토5개(80g), 파스타소스, , 생마늘12개(45g), 흰다리새우10마리(250g), 브로콜리4조각(60g), 순후추약간, 페퍼론치노3개(3g), 바게트빵8조각(98g), 프레스코 2T(20g), 파슬리가루약간, 압착 올리브유']",510.25,94.75,7.7,15.02
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1343,계란국수,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-21_346892729[1].jpg,"['프레스코 감바스150g, 방울 토마토5개(80g), 파스타소스, 생마늘12개(45g), 흰다리새우10마리(250g), 브로콜리4조각(60g), 순후추약간, 페퍼론치노3개(3g), 바게트빵8조각(98g), 프레스코 2T(20g), 파슬리가루약간, 압착 올리브유']",418.81,80.55,12.81,4.98
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1337,홍합진라거라면,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[15].jpg,"['진라면 매운맛1봉(120g), 진라거100ml, 뜨거운 물450ml, 홍합250g, 대파1/10개(10g), 청양고추1개(10g), 옛날 고추맛 기름2T(20g)']",874.05,85.99,46.81,37.3
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1334,카레오동통면,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[9].jpg,"['오동통면1봉, 오뚜기카레2T(20g), , (약간매운맛), 대파1/5대(20g), 계란1개(60g), 물550ml']",677.6,95.28,18.74,24.48
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1331,수란을 얹은 명란파스타,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[3].jpg,"['프레스코100g, 마늘5개(15g), 명란오일파스타소스, , 계란1개(60g), 프레스코 스파게티면80g, 프레스코 압착 2T(20g), 소금1t(3g), 올리브유, , 파슬리가루약간, 사과 식초2T(20g), 프레스코 카놀라유유탕용']",637.12,70.67,18.88,29.2
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1327,두릅튀김우동,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[7].jpg,"['바삭하고 고소한 튀김가루50g, 면사리 우동1봉(190g), 물(튀김반죽용)80ml', '대파1/10대(10g), 두릅4개(44g), 쑥갓4줄기(20g), 어묵1장(50g), 유부채10g, 물(육수용)500ml, 가쓰오부시장국70ml, 콩기름유탕용, 옛날 볶음참깨1t']",649.46,128.85,21.2,5.95
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1325,감자 칼제비,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[3].jpg,"['감자수제비키트1팩(265g), 감자1/2개(60g), 애호박1/6개(35g)', '느타리버섯1묶음(30g), 양파1/6개(35g), 대파1/8대(15g), 옛날볶음참깨약간, 물(육수용)1.2L, 물(반죽용)100ml, 당근1/8개(20g)']",797.52,128.49,42.29,12.86
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1318,순두부 진짬뽕,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[13].jpg,"['오뚜기 진짬뽕 1개, 순두부1/2봉(75g), 물 450ml, 청양고추 1개 (10g), 쪽파 1줄기(10g), 계란 1개(60g)']",630.05,82.67,21.55,23.35
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1317,순두부 열라면 그라탕,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[11].jpg,"['오뚜기 열라면 1봉지(120g), 오뚜기 슈레드치즈 모짜렐라 2봉g(140g), 순두부\t1/2봉(75g), 오뚜기 프레스코 토마토 3T(45g), 파슬리 가루 약간, 양파 1/2개(100g)']",466.09,56.32,20.86,17.18
면,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=5&s_orderby=new&idx=1315,바질페스토 라면,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[7].jpg,"['오뚜기 순후추라면 사골곰탕맛(용기) 1개(105g), 바질페스토\t3T(45g), 뜨거운 물 370ml, 바질 잎 3장']",688.8,72.04,12.6,38.66
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1378,스모크 감자치즈볼,https://ottogi.okitchen.co.kr/pds/upfile/2023-04-11_489629280[3].jpg,"['직접갈아먹는 스모크페퍼솔트 2t(1g), 감자 2개(350g), 감자맛 전분 3T(15g), 라망 구워먹는 치즈 1/3개(40g), 프레스코 카놀라유 유탕용, 퐄햄 1/2캔(100g)']",203.1,21.6,10.8,8.5
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1377,닭고기크림스튜,https://ottogi.okitchen.co.kr/pds/upfile/2023-04-11_489629280[1].jpg,"['닭다리살 350g, 프레스코 카놀라유 2T(30g),마늘 2개(8g), 크림스프 40g, 양파 1개(200g), 우유 200ml, 당근 1/5개(30g), 물 200ml, 브로콜리 6조각(90g), 소금 약간, 양송이버섯 4개(80g), 순후추 약간']",573.24,37.61,41.08,29.02
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1375,복숭아 치즈케이크,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[7].jpg,"['황도 1캔(400g), 핫케이크믹스 250g, 생크림 150ml, 젤라틴 가루 5g, 크림치즈 100g, 계란 1개, 우유 135ml, 찬물 5T(50g)']",394.83,51.99,5.91,17.99
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1372,감자 스프,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[1].jpg,"['크림스프 1/2봉(40g) 감자 1개(200g), 파슬리가루 약간 물 500ml, 양파 1/2개(100g), 순후추 약간, 무염버터 1T(15g), 식빵 1/4장(15g), 설탕 1/2T(7g) 소금 1/2t(1g)']",181.38,27.48,3.12,6.77
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1371,콩나물전,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[9].jpg,"['바삭한 부침가루 100g, 삼겹살양파절임소스 6T(50g),콩나물 65g, 다진마늘 1t(6g), 당근 1/10개(20g), 부추 5g, 물 150ml, 청양고추 1개(10g), 프레스코 카놀라유 3T(30g), 고소한 참기름 1T(10g), 옛날 볶음참깨 1/2T(1g), 고춧가루 1t(1g), 소금 1/3t(1g)']",402.03,39.7,12.26,21.24
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1367,오이 샌드위치,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[1].jpg,"['오이 1/2개(130g), 꽃소금 1t(2g), 프레스코 압착올리브유 1t(3g), 직접 갈아먹는 통후추 약간, 골드 마요네스 3T(30g), 식빵 3장(90g)']",165.35,16.81,302.67,9.65
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1365,연어 키쉬,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361907466[1].jpg,"['렌지에돌려먹는연어구이 1팩(60g), 애호박 1/3개(100g), 감자 1/3개(70g), 슈레드치즈 모짜렐라 1봉(70g), 달걀 노른자 1개 방울토마토 6개(66g), 프레스코 압착 올리브유 1T(10g) 소금 약간, 올리브바질참치 100g']",247.21,12.98,11.46,16.21
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1364,딸기케이크,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361906995[5].jpg,"['핫케이크믹스1kg 300g, 딸기쨈 500g 4T, 달콤한 케이크시럽220g 약간, 플레인 요거트 100g, 달걀 1개 설탕 2T, 딸기 6개 슈가파우더 약간, 우유 150ml, 식용유 약간']",308.65,64.68,5.75,3.01
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1359,호떡 꽈배기,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[13].jpg,"['찹쌀호떡믹스1팩(540g), 따뜻한 물250ml, 프레스코 카놀라유유탕용, 슈가파우더 약간, , (또는 인절미가루)']",355.5,73.8,7.2,3.42
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1350,여름과일샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[7].jpg,"['레드와인 발사믹드레싱2T(30g), 프레스코압착올리브유1/2t(7g), 통후추약간, 참외1/2개(120g), 소금약간, 자두1개(100g), 천도복숭아1/2개(150g), 오이1/3개(60g)']",126.59,19.12,2.21,5.42
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1345,명란마늘빵,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_346896494[1].jpg,"['프레스코 명란오일5T(75g), 골드 마요네스4T(40g), 연유3T(45g), 미니바게트200g, 파슬리가루1t(0.3g), 다진 마늘50g, 백설탕1T(10g)']",510.25,94.75,7.7,15.02
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1330,솔티드 딸바 크레페,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[1].jpg,"['핫케이크가루1/2봉(250g), 솔티드카라멜시럽60g, 딸기9개(25gX9), 바나나2개(80gX2), 우유200ml, 달걀1개(50g), 슈가파우더약간, 프레스코 카놀라유약간']",,116.48,5.45,372.53
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1323,치즈인절미토스트,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[23].jpg,"['오뚜기 요리용꿀 2T, 오뚜기 라망 슈레드치즈 1/2봉, 인절미 5조각, 오뚜기 잣 호두 율무차 1봉, 식빵 2장, 아몬드 슬라이스 1/2T']",438.5,83.4,12.5,6.5
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1320,치즈감자호떡,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[17].jpg,"['초간편 감자전믹스 1/2봉(100g), 찹쌀호떡믹스 1팩(540g), 슈레드치즈 모짜렐라 1봉(70g), 차가운 물 300ml, 따뜻한 물 250ml, 프레스코 해바라기유 약간(20g)']",479.67,87.3,11.53,9.25
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1313,딸기오믈렛,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[3].jpg,"['핫케이크가루 1/2봉(250g), 딸기 12개(360g), 생크림 180ml, 계란\t1개(60g), 우유 135ml, 설탕 1T(10g), 프레스코 카놀라유 2T(20g)']",735.53,86.71,10.74,38.46
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1304,전자레인지브라우니,https://ottogi.okitchen.co.kr/pds/upfile/2022-04-11_393995672[23].jpg,"['오뚜기 핫쵸코 1개 (20g), 오뚜기 쵸코 핫케이크믹스 30g, 밀크초콜릿 70g, 오뚜기 오메가3 버터 70g, 오뚜기 맛있는계란 1개, 우유 3T']",539.5,40.9,8,44.9
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1291,핫쵸코무스케이크,https://ottogi.okitchen.co.kr/pds/upfile/2022-02-21_397338068[29].jpg,"['오뚜기 핫쵸코 5봉지(110g), 우유 450ml, 밀크초콜릿 30g, 전분가루 35g, 오뚜기 프레스코 카놀라유 약간, 코코아파우더 약간']",146.5,24.2,2.8,5.2
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1281,달고나 라면땅,https://ottogi.okitchen.co.kr/pds/upfile/2022-02-21_397338068[9].jpg,"['오뚜기 스낵면1개(108g), 오뚜기 베이킹소다한 꼬집(0.8g), 설탕8T(40g), 오뚜기 오메가3 버터2t(10g)']",328.01,54.65,0.55,12
디저트,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=6&s_orderby=new&idx=1271,누룽지초콜릿,https://ottogi.okitchen.co.kr/pds/upfile/2022-01-11_619427589[15].jpg,"['밀크초콜릿 140g, 오뚜기 옛날 구수한누룽지 1봉(60g)', '견과류']",980.4,133,9.6,44.6
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1383,베이컨 로제떡볶이,https://ottogi.okitchen.co.kr/pds/upfile/2023-05-26_944322754[3].jpg,"['프레스코스파게티소스 베이컨로제 100g, 쫄깃한 쌀떡볶이떡 200g, 대파 1/3대(30g), 중국식넓은당면 100g 20g, 직접갈아먹는통후추 약간, 삶은 메추리알 4알(40g), 베이컨 1장(18g), 마늘 1톨(5g), 양파 1/4개(50g), 맛있는 오리지널핫도그 1개(80g), 양배추 50g, 고추장 1t(3g), 우유 150ml, 물 100ml']",552.3,83.9,15.5,77.2
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1378,스모크 감자치즈볼,https://ottogi.okitchen.co.kr/pds/upfile/2023-04-11_489629280[3].jpg,"['직접갈아먹는 스모크페퍼솔트 2t(1g), 감자 2개(350g), 감자맛 전분 3T(15g), 라망 구워먹는 치즈 1/3개(40g), 프레스코 카놀라유 유탕용, 퐄햄 1/2캔(100g)']",203.1,21.6,10.8,8.5
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1376,카레 치즈라면,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[9].jpg,"['진라면 매운맛 1개(분말스프 1T), 3분카레(순한맛) 1봉, 슬라이스치즈 1장(20g), 물 550ml, 파슬리가루 약간']",337.2,102.96,20.54,24.84
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1374,돈까스 김밥,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[5].jpg,"['등심돈까스 1개(100g), 참깨 돈까스소스 2T(30g), 오뚜기밥 1개(210g), 단무지 40g, 계란 2개, 생와사비 약간, 소금 1g, 고소한 참기름 1t(3g), 골드마요네스 1T(15g), 로메인 4장(40g), 식용유 약간(유탕용), 김밥용 김 2장(6g)']",392.61,50.93,10.44,13.08
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1368,만새강정,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[3].jpg,"['오즈키친 칠리새우 1봉, 쫄깃한 쌀떡볶이떡 110g, 양념치킨소스 3T(45g), X.O.미니군만두고기 150g, 견과류 약간']",637.75,80.05,18.6,26.92
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1366,칰햄스틱,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-09_575674873[1].jpg,"['칰햄 오리지널 1캔(200g), 계란 2개, 튀김가루 60g, 빵가루 60g, 프레스코 압착올리브유 유탕용']",425.7,48.75,26.87,14.05
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1362,두부참치스테이크,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361906995[1].jpg,"['가벼운 참치 더마일드 2캔 참깨돈까스소스 1통(290g), 빵가루 150g, 양파 1/2개(100g), 브로콜리 1/4개(50g), 옛날 볶음참깨 1T(4g), 고소한 참기름 1T(10g), 계란 2개, 다진마늘 2t(10g), 대파 1대(50g), 소금 2t(4g),순후추 1g, 프레스코 카놀라유 200g, 두부 3/5모(300g)']",627.35,38.23,21.34,42.59
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1358,표고버섯양파토스트,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[11].jpg,"['레드와인발사믹드레싱3T(45g), 순후추1t, 오메가3 버터2T(20g), 식빵4장(200g), 양파1개(200g), 슬라이스 치즈4장(80g), 표고버섯2개']",510.93,67,16.14,27.15
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1348,방울토마토소바,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[3].jpg,"['다시마장국50ml, 방울토마토7개(120g), 옛날 메밀국수100g, 실파1줄기(5g), 다시마식초4T(40g), 김가루약간, 설탕2T(20g), (육수용) 차가운 물450ml, 소금약간, (절임용) 물2T(20g), 옛날 볶음참깨1t']",478.38,103.23,12.69,2.68
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1346,무떡볶이,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_346896494[3].jpg,"['요리올리고당2T(20g), 무1/4개(300g), 쫄깃한 쌀떡볶이떡1봉(450g), 대파1대(70g), 설탕3T(40g), 소금2t(4g), 고춧가루6T(40g), 어묵3장(100g), 이금기 시즈닝 맛간장2T(20g), 양파1/2개(100g), 고소한 참기름2T, 물1/2컵(120ml)']",510.25,94.75,7.7,15.02
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1338,흑초만두탕수,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[17].jpg,"['X.O미니 군만두 고기1/2봉(230g), 8년숙성흑초2T(20g), 이금기중화시즈닝맛간장1T(10g), 코코넛후레이크1/2T(5g), 고구마1개(100g), 파인애플1슬라이스(70g), 설탕1T(10g), 전분물(전분:물=1:2)2T(20g), 물2T(20g)']",482.45,51.45,11.87,25.92
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1333,카레고구마전,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[7].jpg,"['오리지널카레파우더5g, 부침가루65g, 콩기름유탕용, 고구마1개(130g), 파슬리가루1g, 물95ml, 소금1g']",426.07,95.56,7.95,1.47
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1332,쭈꾸미밥버거,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[5].jpg,"['오늘밥상1/4봉(30g), 밥친구(김자반)1봉(7g), 오징어낙지볶음양념, , 쭈꾸미1마리(65g), 계란1개(60g), 양파1/10개(20g), 슬라이스 치즈1장(20g), 대파1/8대(10g), 당근1/8개(20g), 맛있는 오뚜기밥1개(210g), 프레스코 카놀라유1T(10g), 적상추3장(20g), 옛날 볶음참깨1t']",701.3,87.5,24.15,28.64
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1328,미니 떡갈비 버거,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[13].jpg,"['오즈키친 떡갈비2개, 슬라이스치즈2장(20gX2), 햄버거빵2개(60gX2)', '양파1/5개(40g), 양배추50g, 골드마요네스1T(15g), 계란2개(60gX2), 토마토케챂3T(45g), 오이1/8개(20g), 프레스코 카놀라유1T(15g)']",705.05,58.72,27.73,40.5
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1320,치즈감자호떡,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-01_786638811[17].jpg,"['초간편 감자전믹스 1/2봉(100g), 찹쌀호떡믹스 1팩(540g), 슈레드치즈 모짜렐라 1봉(70g), 차가운 물 300ml, 따뜻한 물 250ml, 프레스코 해바라기유 약간(20g)']",479.67,87.3,11.53,9.25
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1293,야끼소바빵,https://ottogi.okitchen.co.kr/pds/upfile/2022-04-11_393995672[1].jpg,"['철판뽀끼1개, 당근1/4, (50g), 오뚜기 식용유1T(10g), 고추1개(10g), 핫도그 번(또는 모닝빵4개)2개, 마요네즈2T, (20g), 베이컨1줄(20g), 초생강약간']",648.925,77.585,13.7,31.715
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1279,케챂곤약국물떡볶이,https://ottogi.okitchen.co.kr/pds/upfile/2022-02-21_397338068[5].jpg,"['1/2하프케챂45g, 오뚜기 순후추약간, 굴소스1t(5g), 고추장1T, (20g), 곤약200g, 양배추1장(40g), 어묵1장(40g), 대파1/3대(40g), 양파1/6개(35g), 오뚜기 다시마식초1t(5g), 다진 마늘1t(3g), 물300ml']",69.11,13.52,4.13,0.63
