카테고리,음식_링크,음식_이름,이미지_링크,필수재료,칼로리(kcal),탄수화물(g),단백질(g),총 지방(g)
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1257,주꾸미 떡볶이,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-17_589044872[3].jpg,"['오뚜기 오쉐프 우리쌀 떡볶이떡 150g, 어묵 1장, 대파 1/2대, 주꾸미 5마리, 오뚜기 프레스코 카놀라유 1T', '슈레드 모짜렐라치즈', '오뚜기 떡볶이 소스 60g, 물 120ml']",396.3,73.8,17.3,2.3
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1255,닭고기 케밥,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-17_375245298[1].jpg,"['닭가슴살 1덩어리 (150g), 피망 1개, 양상추 3장, 슬라이스 치즈 1장, 오뚜기 고소한 쌀 또띠아 2장, 오뚜기 허니머스타드소스 2T, 오뚜기 골드 마요네스 1T, 오뚜기 미향 1/2T, 소금 1/2t, 후추 1/2t', '차지키소스 : 요거트 150ml, 오이 ½개 다진 것, 레몬즙 1t, 올리브오일 3t, 소금 1/2t, 후추 1/3t, 바질가루 1t, 다진마늘 1t (기호에 따라 오뚜기 스위트칠리소스 또는 타바스코 스리라차를 더해도 좋다.)']",201.5,21.1,11.1,16.4
분식,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=7&s_orderby=new&idx=1253,파채무침 부침개,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-12_593750546[5].jpg,"['대패 삼겹살12줄, 파채200g, 바로무쳐먹는 파채 양념1봉(90g), 부침가루30g']",361.4,25.2,14.9,21.6
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1428,창녕갈릭 양배추 샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2023-08-30_789447777[3].jpg,"['양배추 100g, 창녕갈릭소이소스 25g']",62,14.3,2,0.1
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1427,창녕갈릭 닭가슴살 샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2023-08-30_789447777[1].jpg,"['양상추 및 로메인 60g, 파프리카 1/2개, 방울토마토 3개, 닭가슴살 60g, 창녕갈릭소이소스 25g, 슬라이스 올리브 약간']",211.25,19.79,21.1,5.77
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1382,토마토김치,https://ottogi.okitchen.co.kr/pds/upfile/2023-04-21_52700194[3].jpg,"['토마토 1개(235g), 옛날 볶음참깨 약간, 양파 1/4개(50g), 쪽파 2줄기(15g), 오늘밥상 바로 무쳐먹는 겉절이양념 1봉(90g)']",141.4,29.6,3.8,1.5
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1369,회오리 오이무침,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[5].jpg,"['오이 1개(260g), 꽃소금 2/3T(5g), 대파 1/4대(20g), 양파 1/4개(50g), 옛날 볶음참깨 약간, 겉절이양념 1봉(90g), 고소한 참기름 1/2T']",163.61,28.64,4.04,4.26
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1348,방울토마토소바,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[3].jpg,"['다시마장국50ml, 방울토마토7개(120g), 옛날 메밀국수100g, 실파1줄기(5g), 다시마식초4T(40g), 김가루약간, 설탕2T(20g), (육수용) 차가운 물450ml, 소금약간, (절임용) 물2T(20g), 옛날 볶음참깨1t']",478.38,103.23,12.69,2.68
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1335,케이준치킨샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[11].jpg,"['오즈키친 크리스피치킨1/2봉(250g), 허니머스타드3T(40g), 홀그레인머스타드3T(40g), 양상추1/2개(170g), 치커리4장(25g), 방울토마토5개(80g), 파프리카1개(100g), 골드마요네스4T(60g), 올리고당4T(60g), 사과식초1T(5g)']",364.19,333.43,8.8,22.97
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1303,유자고구마샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2022-04-11_393995672[21].jpg,"['고구마 2개, 방울토마토 2개. 양파 1/6개, 샐러리 ½대, 아임스틱 유자차 2EA, 오뚜기 프레스코 올리브유 2T, 소금 1/2t, 부라타치즈 1개']",506.8,48.2,6.1,31.8
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1249,곤약 샐러드볼,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-12_593749891[7].jpg,"['오뮤 곤라이스 귀리잡곡1개(130g), 미니 밤호박1/2개, 모둠 샐러드 채소80g, 오뚜기 프레스코 압착 올리브유2T, 방울토마토6개, 오뚜기 순후추약간, 익힌 병아리콩60g, 소금약간, 정통 오리엔탈 드레싱4T, 미니 새송이버섯60g']",409.3,38.5,12.3,24.2
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1215,참깨우동 샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2021-07-29_187311032[7].jpg,"['냉장참깨드레싱4큰술, 우동면사리190g1개, 냉동 새우30g, 방울 토마토4~5개, 베이비 채소 20g, 브로콜리30g']",88.1,16.9,3.6,0.3
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1207,당근 라페,https://ottogi.okitchen.co.kr/pds/upfile/2021-07-29_187310121[9].jpg,"['당근2개, 소금0.5T, 오뚜기 프레스코 압착 올리브유2T, 오뚜기 홀그레인머스타드1T, 레몬즙2T, 설탕1T, 오뚜기 순후추적당량']",91.4,10.8,1,5.1
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1206,닭가슴살 냉채 샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2021-07-29_187310121[7].jpg,"['연겨자1T, 양조식초 2T, 닭가슴살1쪽 , 피망1개, 양파1개, 오이1개, 방울 토마토 4~5개, 파프리카 다양한 색각1개씩, 설탕1T, 간장1T, 소금약간, 통후추약간']",187.9,12.9,14.4,8.9
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1168,콥샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2021-04-30_393921116[21].jpg,"['오뚜기 참치1캔[100g], 오뚜기 스위트콘3T, 아보카도1/2개, 블랙올리브3T', '오뚜기 맛있는계란2개, 양상추2장, 오뚜기 코울슬로드레싱4T, 방울토마토10개']",285.8,23.8,10.7,17.2
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1099,블루베리쨈 샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2020-10-22_1018444906[5].jpg,"['오뚜기 프레스코 마카로니 30g, 사과 1개, 방울토마토 8개', '아몬드 슬라이스 2T, 오뚜기 프레스코 압착 올리브유 1t, 샐러드 채소 약간, 소금 1T', '오뚜기 블루베리쨈 1.5T, 오뚜기 골드 마요네스 3T, 오뚜기 현미식초 2t']",222.5,18.4,1.4,16.2
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1093,햄버그 스테이크 샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-25_427865954[15].jpg,"['오뚜기 데미글라스 햄버그스테이크 1봉, 샐러드용 채소 100g']",182.5,11.5,14,9.2
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1087,토마토 냉파스타,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-25_427865954[3].jpg,"['오뚜기 프레스코 후실리 30g, 오뚜기 프레스코 펜네 30g, 오뚜기 순 토마토퓨레 4T, 오뚜기 벌꿀아카시아 1T, 소금 1/2t, 방울토마토 3개, 브로콜리 3개, 블랙올리브 3개, 파마산치즈가루 1t']",67.5,11.4,3.8,0.8
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1085,토마토 치즈 샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-25_427863666[19].jpg,"['오뚜기 레드와인발사믹드레싱 1T, 토마토 1/2개, 샐러드용 채소 80g, 오뚜기 스트링치즈 파마산 1개(20g), 오뚜기 스트링치즈 플레인1개(20g)']",112.2,6.7,1.3,9.3
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1058,오이피클,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-24_427853121[5].jpg,"['오이 1개, 무 1/8개, 레몬 1/3개, 당근 1/3개, 설탕 145g, 오뚜기 화이트식초 180g, 소금 1/2T, 오뚜기 베이킹소다 1T, 물 350ml']",61,14.7,0.3,0.2
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1054,연어샐러드,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-24_427850333[27].jpg,"['오뚜기 홀스래디쉬 2T, 샐러드용 채소 60g, 생연어 100g, 레몬 1/8개, 양파 1/4개']",274,8.4,23.3,16.8
샐러드,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=77&s_orderby=new&idx=1053,에그마요 샌드위치,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-24_427850333[25].jpg,"['오뚜기 갈릭 아이올리소스 40g, 오뚜기 맛있는계란 4개, 모닝빵 4개, 양파 1/2개']",281,11.7,7.2,22.7
음료,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1275,유자그린티,https://ottogi.okitchen.co.kr/pds/upfile/2022-01-11_619427589[23].jpg,"['오뚜기 현미녹차 4개, 물 1L, 오뚜기 유자차 5T']",72.4,18.1,0.4,0
음료,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1269,"다시마식초 음료 샘플러(귤,청포도,복숭아)",https://ottogi.okitchen.co.kr/pds/upfile/2022-01-11_619427589[11].jpg,"['오뚜기 다시마식초 (각)15ml, 물 또는 탄산수 (각)150ml, 귤 1개(50g), 아이스티 복숭아맛 1포(14g), 청포도 30g, 우유 230ml']",32.4,8.6,0.2,0
음료,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1259,딸기 요거트,https://ottogi.okitchen.co.kr/pds/upfile/2021-11-17_589044872[11].jpg,"['아임스틱 딸기쨈 2T, 플레인 요거트 200ml, 딸기 2개', '애플민트잎']",101,16.1,3.2,2.7
음료,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1220,더티 블러디메리,https://ottogi.okitchen.co.kr/pds/upfile/2021-09-03_177186357[5].jpg,"['토마토 케챂 800g6T, 타바스코 핫소스0.5t, 보드카40ml, 탄산수1컵, 얼음1컵, 소금약간, 후추가루약간, 허브 또는 샐러리약간']",0,0,0,0
음료,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1067,진저라떼,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-24_427854552[3].jpg,"['오뚜기 꿀생강차 (병) 1T, 시나몬가루 1/3T, 우유 200ml']",188.6,26.9,6.4,6.4
음료,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=1035,바나나식초,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-23_214060951[17].jpg,"['오뚜기 8년숙성흑초 1병 [600ml], 흑설탕 3컵, 바나나 3개']",2.1,0.5,0,0
음료,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=8&s_orderby=new&idx=23,딸기 아보카도 스무디,https://ottogi.okitchen.co.kr/pds/upfile/2020-08-21_833988909[9].jpg,"['아보카도 1/2개, 오뚜기 벌꿀아카시아 2T, 딸기 10개, 오뚜기 딸기쨈 2T, 얼음 5조각, (딸기용) 우유 200ml, (아보카도용) 우유 200ml']",307.4,51.4,9.2,7.6
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1372,감자 스프,https://ottogi.okitchen.co.kr/pds/upfile/2023-03-07_752536584[1].jpg,"['크림스프 1/2봉(40g) 감자 1개(200g), 파슬리가루 약간 물 500ml, 양파 1/2개(100g), 순후추 약간, 무염버터 1T(15g), 식빵 1/4장(15g), 설탕 1/2T(7g) 소금 1/2t(1g)']",181.38,27.48,3.12,6.77
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1371,콩나물전,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[9].jpg,"['바삭한 부침가루 100g, 삼겹살양파절임소스 6T(50g),콩나물 65g, 다진마늘 1t(6g), 당근 1/10개(20g), 부추 5g, 물 150ml, 청양고추 1개(10g), 프레스코 카놀라유 3T(30g), 고소한 참기름 1T(10g), 옛날 볶음참깨 1/2T(1g), 고춧가루 1t(1g), 소금 1/3t(1g)']",402.03,39.7,12.26,21.24
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1367,오이 샌드위치,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-24_1016200138[1].jpg,"['오이 1/2개(130g), 꽃소금 1t(2g), 프레스코 압착올리브유 1t(3g), 직접 갈아먹는 통후추 약간, 골드 마요네스 3T(30g), 식빵 3장(90g)']",165.35,16.81,302.67,9.65
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1366,칰햄스틱,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-09_575674873[1].jpg,"['칰햄 오리지널 1캔(200g), 계란 2개, 튀김가루 60g, 빵가루 60g, 프레스코 압착올리브유 유탕용']",425.7,48.75,26.87,14.05
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1365,연어 키쉬,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361907466[1].jpg,"['렌지에돌려먹는연어구이 1팩(60g), 애호박 1/3개(100g), 감자 1/3개(70g), 슈레드치즈 모짜렐라 1봉(70g), 달걀 노른자 1개 방울토마토 6개(66g), 프레스코 압착 올리브유 1T(10g) 소금 약간, 올리브바질참치 100g']",247.21,12.98,11.46,16.21
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1363,소고기토마토스튜,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361906995[3].jpg,"['지중해산토마토하이라이스 2조각(50g), 소고기(등심) 300g, 양파 1개(200g), 감자 1개(130g), 파프리카 1개(100g), 소금, 후추 약간, 다이스토마토(통조림) 60g 파슬리가루 약간, 프레스코 압착 올리브유  1T(15ml), 물 360ml, 바게트 빵 12조각(80g)']",625.99,39.24,21.51,41.12
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1362,두부참치스테이크,https://ottogi.okitchen.co.kr/pds/upfile/2023-02-08_361906995[1].jpg,"['가벼운 참치 더마일드 2캔 참깨돈까스소스 1통(290g), 빵가루 150g, 양파 1/2개(100g), 브로콜리 1/4개(50g), 옛날 볶음참깨 1T(4g), 고소한 참기름 1T(10g), 계란 2개, 다진마늘 2t(10g), 대파 1대(50g), 소금 2t(4g),순후추 1g, 프레스코 카놀라유 200g, 두부 3/5모(300g)']",627.35,38.23,21.34,42.59
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1358,표고버섯양파토스트,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[11].jpg,"['레드와인발사믹드레싱3T(45g), 순후추1t, 오메가3 버터2T(20g), 식빵4장(200g), 양파1개(200g), 슬라이스 치즈4장(80g), 표고버섯2개']",510.93,67,16.14,27.15
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1356,참치무조림,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[7].jpg,"['가벼운참치 라이트스탠다드2캔(135gX2), 무1개(1kg), 양파1개(200g), 청양고추3개(30g), 설탕1T(15g), 다진마늘2T(50g), 미향2T(20g), 굴소스2T(30g), 다진생강1/2t(3g), 고춧가루3T(21g), 순후추약간, 물1L, 멸치장국4T(40g), 고추장1T(25g), 옛날 볶음참깨약간, 향긋한 들기름2T']",296.18,34.56,17.98,10.56
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1354,참나물 퀘사디아,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625953[3].jpg,"['소불고기양념 480G4T(35g), 참나물30줄기(30g), 쌀또띠아3장(40g), 슈레드치즈 모짜렐라2봉(140g), 양상추4장(50g), 방울토마토3개(30g), 다진 쇠고기150g, 양파1/4걔(50g), 골드 마요네스 5T(50g), 레몬즙1t(6g), 프레스코 카놀라유1T(10g)']",492.6,44.35,23.51,24.45
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1349,새둥지 잡채전,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[5].jpg,"['옛날잡채(75g)1봉, 계란2개, 오뚜기카레 약간매운맛1/3t(1g), 부침가루50g, 고소한 참기름1T, 프레스코 카놀라유2T']",769.4,83.26,24.94,36.86
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1348,방울토마토소바,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[3].jpg,"['다시마장국50ml, 방울토마토7개(120g), 옛날 메밀국수100g, 실파1줄기(5g), 다시마식초4T(40g), 김가루약간, 설탕2T(20g), (육수용) 차가운 물450ml, 소금약간, (절임용) 물2T(20g), 옛날 볶음참깨1t']",478.38,103.23,12.69,2.68
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1338,흑초만두탕수,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[17].jpg,"['X.O미니 군만두 고기1/2봉(230g), 8년숙성흑초2T(20g), 이금기중화시즈닝맛간장1T(10g), 코코넛후레이크1/2T(5g), 고구마1개(100g), 파인애플1슬라이스(70g), 설탕1T(10g), 전분물(전분:물=1:2)2T(20g), 물2T(20g)']",482.45,51.45,11.87,25.92
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1336,케챂순두부에그인헬,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[13].jpg,"['1/2하프케챂90g, 프레스코 압착 올리브유1T(10g), 간장1T(10g), 물200ml', '양파1/4개(50g), 페퍼론치노1개(1g), 다진 마늘1t(3g), 순두부1봉(350g), 닭가슴살1덩어리(100g), 팽이버섯1/3봉(50g), 방울토마토3개(45g), 페퍼론치노 홀2개(2g), 슬라이스 치즈1장(20g), 계란2개(60gX2), 소금약간, 순후추약간, 바질 잎4장']",372.34,17.76,33.73,17.96
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1332,쭈꾸미밥버거,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[5].jpg,"['오늘밥상1/4봉(30g), 밥친구(김자반)1봉(7g), 오징어낙지볶음양념, , 쭈꾸미1마리(65g), 계란1개(60g), 양파1/10개(20g), 슬라이스 치즈1장(20g), 대파1/8대(10g), 당근1/8개(20g), 맛있는 오뚜기밥1개(210g), 프레스코 카놀라유1T(10g), 적상추3장(20g), 옛날 볶음참깨1t']",701.3,87.5,24.15,28.64
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1329,비어포크,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060292[1].jpg,"['진라거200ml, 오겹살500g, 생마늘4쪽(12g)', '황설탕1/2T(6g), 양파1/4개(50g), 양배추50g, 당근1/4개(40g), 캐러웨이약간, 천일염1T(7g), 굵은 순후추1g']",913.34,30.16,40.7,66.09
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1328,미니 떡갈비 버거,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[13].jpg,"['오즈키친 떡갈비2개, 슬라이스치즈2장(20gX2), 햄버거빵2개(60gX2)', '양파1/5개(40g), 양배추50g, 골드마요네스1T(15g), 계란2개(60gX2), 토마토케챂3T(45g), 오이1/8개(20g), 프레스코 카놀라유1T(15g)']",705.05,58.72,27.73,40.5
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1326,고구마에그샌드위치,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[5].jpg,"['고구마1개(130g), 호밀빵4장(20gX4), 계란3개(60gX3), 소금1/2t(2g)', '스위트콘50g, 순후추약간, 1/2하프마요네스3.5T(50g)']",440.1,53.91,15.07,17.79
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1324,감바스알아히요,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[1].jpg,"['프레스코 감바스150g, 방울 토마토5개(80g), 파스타소스', '생마늘12개(45g), 흰다리새우10마리(250g), 브로콜리4조각(60g), 순후추약간, 페퍼론치노3개(3g), 바게트빵8조각(98g), 프레스코 2T(20g), 파슬리가루약간, 압착 올리브유']",552.64,14.54,31.86,28.04
기타,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1306,진라거치아바타,https://ottogi.okitchen.co.kr/pds/upfile/2022-04-11_393995672[27].jpg,"['진라거70 ml, 강력분100 g, 소금2.5 g, 드라이이스트2 g, 설탕5 g, 올리브오일5 g, 다진 블랙올리브2 g, 계란1개, 우유1T']",523.5,81.472,20.04,10.98
