식품명,대표식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g)
커피_시그니처 콜드브루 티라미수 젤라또 프라페노 (R),커피,100ml,129,,1.94,,
커피_시그니처 콜드브루 헤이즐넛 라떼 (L),커피,100ml,43,,1.56,,
커피_시그니처 콜드브루 헤이즐넛 라떼 (R),커피,100ml,43,,1.39,,
커피_시그니처 크림 커피 아이스(ICED) (R),커피,100ml,32,,0.81,,
커피_시나몬 크림 모카 (L),커피,100ml,87,,2.72,,
커피_시나몬 크림 모카 (R),커피,100ml,90,,2.79,,
커피_싱글오리진 동티모르 아이스(ICED),커피,100ml,2,,0.21,,0.43
커피_싱글오리진 동티모르,커피,100ml,3,,0.32,,0.65
커피_싱글오리진 디카페인 아이스(ICED),커피,100ml,2,,0.21,,0.43
커피_싱글오리진 디카페인,커피,100ml,3,,0.32,,0.65
커피_싱글오리진 스페셜티 아이스(ICED),커피,100ml,2,,0.21,,0.43
커피_싱글오리진 스페셜티,커피,100ml,3,,0.32,,0.65
커피_싱글오리진 시다모 아이스(ICED),커피,100ml,2,,0.21,,0.43
커피_싱글오리진 시다모,커피,100ml,3,,0.32,,0.65
커피_싱글오리진 예가체프 아이스(ICED),커피,100ml,2,,0.21,,0.43
커피_싱글오리진 예가체프,커피,100ml,3,,0.32,,0.65
커피_싱글오리진 케냐 AA,커피,100ml,3,,0.32,,0.65
커피_싱글오리진 케냐AA 아이스(ICED),커피,100ml,2,,0.21,,0.43
커피_싱글오리진 콜롬비아 아이스(ICED),커피,100ml,2,,0.21,,0.43
커피_싱글오리진 콜롬비아,커피,100ml,3,,0.32,,0.65
커피_아메리치노 라떼 아이스(ICED),커피,100ml,49,,1.78,,6.67
커피_아메리치노 아이스(ICED),커피,100ml,3,,0.49,,0.49
커피_아메리카노 아이스(ICED) (EX),커피,100ml,2,,0.19,,
커피_아메리카노 아이스(ICED) (J),커피,100ml,1,,0.15,,
커피_아메리카노 아이스(ICED) (L),커피,100ml,1,,0,,
커피_아메리카노 아이스(ICED) (L),커피,100ml,4,,0.22,,
커피_아메리카노 아이스(ICED) (L),커피,100ml,4,,0.3,,
커피_아메리카노 아이스(ICED) (L),커피,100ml,4,,0.43,,
커피_아메리카노 아이스(ICED) (R),커피,100ml,3,,0.28,,
커피_아메리카노 아이스(ICED) (R),커피,100ml,4,,0.31,,
커피_아메리카노 아이스(ICED) (R),커피,100ml,4,,0.27,,
커피_아메리카노 아이스(ICED) (V),커피,100ml,4,,0.34,,
커피_아메리카노 아이스(ICED),커피,100ml,2,,0.14,,
커피_아메리카노 아이스(ICED),커피,100ml,3,,0.48,,0.48
커피_아메리카노 아이스(ICED),커피,100ml,0,,0,,
커피_아메리카노 아이스(ICED),커피,100ml,2,,0.15,,
커피_아메리카노 아이스(ICED),커피,100ml,2,,0.13,,
커피_아메리카노 아이스(ICED),커피,100ml,1,,0,,
커피_아메리카노 아이스(ICED),커피,100ml,3,,0.28,,
커피_아메리카노 핫(HOT) (EX),커피,100ml,2,,0.19,,
커피_아메리카노 핫(HOT) (J),커피,100ml,1,,0,,
커피_아메리카노 핫(HOT) (L),커피,100ml,1,,0,,
커피_아메리카노 핫(HOT) (L),커피,100ml,4,,0.44,,
커피_아메리카노 핫(HOT) (L),커피,100ml,4,,0.21,,
커피_아메리카노 핫(HOT) (L),커피,100ml,6,,0.56,,
커피_아메리카노 핫(HOT) (R),커피,100ml,3,,0.28,,
커피_아메리카노 핫(HOT) (R),커피,100ml,4,,0.21,,
커피_아메리카노 핫(HOT) (R),커피,100ml,5,,0.34,,
커피_아메리카노 핫(HOT),커피,100ml,2,,0.15,,
커피_아메리카노 핫(HOT),커피,100ml,4,,0.5,,0.5
커피_아메리카노 핫(HOT),커피,100ml,0,,0,,
커피_아메리카노 핫(HOT),커피,100ml,2,,0.15,,
커피_아메리카노 핫(HOT),커피,100ml,3,,0.16,,
커피_아메리카노 핫(HOT),커피,100ml,1,,0,,
커피_아메리카노 핫(HOT),커피,100ml,3,,0.28,,
커피_아메리카노,커피,100ml,6,,0.37,0.02,
커피_아메리카노,커피,100ml,2,,0.12,0.05,0.38
커피_아메리키토 아이스(ICED) (Max),커피,100ml,4,,0.29,,
커피_아몬드 비엔나 커피,커피,100ml,24,,0.26,,
커피_아몬드 크림 콜드브루,커피,100ml,17,,0.34,,
커피_아이스크림바닐라라떼 아이스(ICED),커피,100ml,91,,1.93,,
커피_아이스크림카페라떼 아이스(ICED) (L),커피,100ml,44,,1.27,,
커피_아이스크림카페라떼 아이스(ICED) (Max),커피,100ml,47,,1.35,,
커피_아이스크림카페라떼 아이스(ICED) (R),커피,100ml,54,,1.41,,
커피_아이스크림카페라떼 아이스(ICED),커피,100ml,55,,1.69,,
커피_아이스크림카페모카 아이스(ICED),커피,100ml,90,,2.81,,
커피_아인슈페너 아이스(ICED) (R),커피,100ml,60,,0.56,,
커피_아인슈페너 아이스(ICED),커피,100ml,25,,0.24,,
커피_아인슈페너 핫(HOT) (R),커피,100ml,62,,0.56,,
커피_아인슈페너 핫(HOT),커피,100ml,25,,0.24,,
커피_아포가또 (S),커피,100ml,120,,2.48,,
커피_아포가토,커피,100ml,90,,2.48,1.84,
커피_아포가토,커피,100ml,217,,5.46,,
커피_아포가토,커피,100ml,103,,1.52,,
커피_아포가토,커피,100ml,138,,2.67,,
커피_아포카토,커피,100ml,114,,1.67,,
커피_앗메리카노 아이스(ICED) (빽사이즈),커피,100ml,2,,0.42,,
커피_앗메리카노 아이스(ICED),커피,100ml,2,,0,,
커피_앗메리카노 핫(HOT),커피,100ml,4,,0,,
커피_어른커피,커피,100ml,51,,0.1,1.68,8.78
커피_에소프레소 핫(HOT) (더블),커피,100ml,17,,0,,
커피_에소프레소 핫(HOT) (싱글),커피,100ml,17,,0,,
커피_에스프레소 (L),커피,100ml,35,,1.67,,
커피_에스프레소 (R),커피,100ml,27,,1.63,0.07,
커피_에스프레소 (S),커피,100ml,35,,0,,
커피_에스프레소 (Solo),커피,100ml,23,,0,,
커피_에스프레소 도피오 (S),커피,100ml,35,,2.5,,
커피_에스프레소 마끼아또 (S),커피,100ml,57,,2.86,,
커피_에스프레소 마끼아또,커피,100ml,28,,1.67,,
커피_에스프레소 마끼아또,커피,100ml,30,,2.5,,2.5
커피_에스프레소 마키아또 (Solo),커피,100ml,45,,4.55,,
커피_에스프레소 블랙 N2,커피,100ml,2,,0.13,,
커피_에스프레소 콘 파나 (Solo),커피,100ml,136,,0,,
커피_에스프레소 콘파냐,커피,100ml,80,,2,6,4
커피_에스프레소 토피넛라떼 아이스(ICED) (L),커피,100ml,103,,1.29,,
커피_에스프레소 토피넛라떼 아이스(ICED) (R),커피,100ml,90,,1.17,,
커피_에스프레소 토피넛라떼 핫(HOT) (L),커피,100ml,129,,2.34,,
커피_에스프레소 토피넛라떼 핫(HOT) (R),커피,100ml,125,,2.36,,
커피_에스프레소,커피,100ml,17,,1,,
커피_에스프레소,커피,100ml,17,,1,,
커피_에티오피아 게라,커피,100ml,1,,0.06,,
커피_연라떼 아이스(ICED) (L),커피,100ml,59,,1.8,,
커피_연라떼 아이스(ICED) (R),커피,100ml,56,,1.6,,
커피_연라떼 핫(HOT) (L),커피,100ml,91,,3.01,,
커피_연라떼 핫(HOT) (R),커피,100ml,89,,2.99,,
커피_연유 카페라떼 아이스(ICED) (EX),커피,100ml,66,,1.99,,
커피_연유 카페라떼 아이스(ICED),커피,100ml,68,,1.45,,
커피_연유 카페라떼 핫(HOT) (EX),커피,100ml,80,,2.68,,
커피_연유 카페라떼 핫(HOT),커피,100ml,80,,2.17,,
커피_연유 콜드브루 (EX),커피,100ml,66,,2.05,,
커피_연유 콜드브루 플로트  (V),커피,100ml,72,,2.31,,
커피_연유 콜드브루 플로트 (L),커피,100ml,74,,2.27,,
커피_연유 콜드브루 플로트 (R),커피,100ml,66,,1.95,,
커피_연유 콜드브루,커피,100ml,68,,1.45,,
커피_연유 크러쉬 카페라떼 (XL),커피,100ml,41,,1.06,,
커피_연유라떼 핫(HOT),커피,100ml,57,,2.06,,
커피_오늘의 커피 (Tall),커피,100ml,1,,0,,
커피_오리엔탈 라떼 아이스(ICED),커피,100ml,56,,1.71,2.2,7.32
커피_오리엔탈 라떼 핫(HOT),커피,100ml,98,,3.55,4.19,11.61
커피_오션 클라우디 콜드브루,커피,100ml,59,,1.14,1.97,
커피_원조커피 아이스(ICED) (빽사이즈),커피,100ml,63,,0.53,,
커피_원조커피 아이스(ICED),커피,100ml,63,,0.48,,
커피_원조커피 핫(HOT),커피,100ml,128,,1.07,,
커피_제주 비자림 콜드 브루 (Grande),커피,100ml,72,,2.11,,
커피_초코라떼,커피,100ml,65,,1.46,1.79,10.8
커피_카라메마키아또 아이스(ICED) (L),커피,100ml,55,,1.48,,
커피_카라메마키아또 아이스(ICED) (Max),커피,100ml,52,,1.52,,
커피_카라메마키아또 아이스(ICED) (R),커피,100ml,58,,1.69,,
커피_카라메마키아또 핫(HOT) (L),커피,100ml,66,,2.11,,
커피_카라메마키아또 핫(HOT) (R),커피,100ml,68,,2.25,,
커피_카라멜 라떼 마끼아또 핫(HOT) (L),커피,100ml,72,,2.25,,
커피_카라멜 라떼 마끼아또 핫(HOT) (R),커피,100ml,69,,2.55,,
커피_카라멜 라떼 아이스(ICED) (L),커피,100ml,51,,1.45,,
커피_카라멜 라떼 아이스(ICED) (R),커피,100ml,45,,1.3,,
커피_카라멜 라떼 핫(HOT) (L),커피,100ml,84,,2.5,,
커피_카라멜 라떼 핫(HOT) (R),커피,100ml,76,,2.4,,
커피_카라멜 마끼아또 아이스(ICED) (L),커피,100ml,72,,2.22,,
커피_카라멜 마끼아또 아이스(ICED) (L),커피,100ml,52,,1.16,,
커피_카라멜 마끼아또 아이스(ICED) (R),커피,100ml,54,,1.67,,
커피_카라멜 마끼아또 아이스(ICED) (R),커피,100ml,50,,0.91,,
커피_카라멜 마끼아또 아이스(ICED),커피,100ml,45,,1.11,,
커피_카라멜 마끼아또 아이스(ICED),커피,100ml,59,,1.97,,
커피_카라멜 마끼아또 아이스(ICED),커피,100ml,59,,1.71,2.2,8.05
커피_카라멜 마끼아또 아이스(ICED),커피,100ml,36,,1.2,,
커피_카라멜 마끼아또 핫(HOT) (L),커피,100ml,62,,2.44,,
커피_카라멜 마끼아또 핫(HOT) (L),커피,100ml,83,,2.19,,
커피_카라멜 마끼아또 핫(HOT) (R),커피,100ml,60,,1.94,,
커피_카라멜 마끼아또 핫(HOT) (R),커피,100ml,83,,2.25,,
커피_카라멜 마끼아또 핫(HOT),커피,100ml,61,,1.39,,
커피_카라멜 마끼아또 핫(HOT),커피,100ml,69,,2.82,,
커피_카라멜 마끼아또 핫(HOT),커피,100ml,80,,2.58,2.9,10.97
커피_카라멜 마끼아또 핫(HOT),커피,100ml,43,,1.3,,
커피_카라멜 마키아또 아이스(ICED) (Tall),커피,100ml,54,,1.69,,
커피_카라멜 마키아또 아이스(ICED),커피,100ml,47,,1.41,,
커피_카라멜 마키아또 핫(HOT) (Tall),커피,100ml,56,,2.25,,
커피_카라멜 마키아또 핫(HOT),커피,100ml,68,,2.26,,
커피_카라멜 카페라떼 아이스(ICED) (J),커피,100ml,46,,1.38,,
커피_카라멜 카페라떼 아이스(ICED) (L),커피,100ml,46,,1.48,,
커피_카라멜 카페라떼 핫(HOT) (J),커피,100ml,75,,2.54,,
커피_카라멜 카페라떼 핫(HOT) (L),커피,100ml,75,,2.66,,
커피_카라멜 카페라떼 핫(HOT),커피,100ml,56,,1.72,,
커피_카라멜라떼 마끼아또 아이스(ICED) (L),커피,100ml,46,,1.57,,
커피_카라멜라떼 마끼아또 아이스(ICED) (R),커피,100ml,52,,1.54,,
커피_카라멜라떼 마끼아또 아이스(ICED) (V),커피,100ml,73,,2.1,,
커피_카라멜라떼 아이스(ICED),커피,100ml,48,,1.97,,
커피_카라멜라떼 핫(HOT),커피,100ml,60,,2.82,,
커피_카라멜마끼아또 아이스(ICED),커피,100ml,41,,1.2,,
커피_카라멜마끼아또 아이스(ICED),커피,100ml,50,,1.71,,7.48
커피_카라멜마끼아또 아이스(ICED),커피,100ml,45,,1.23,,
커피_카라멜마끼아또 핫(HOT),커피,100ml,41,,1.51,,
커피_카라멜마끼아또 핫(HOT),커피,100ml,73,,2.54,,10.18
커피_카라멜마끼아또 핫(HOT),커피,100ml,60,,1.74,,
커피_카라멜마끼아또,커피,100ml,40,,2.02,0.88,6.03
커피_카라멜마끼야또 아이스(ICED) (EX),커피,100ml,42,,1.26,,
커피_카라멜마끼야또 아이스(ICED),커피,100ml,40,,1.25,,
커피_카라멜마끼야또 핫(HOT) (EX),커피,100ml,63,,2.28,,
커피_카라멜마끼야또 핫(HOT),커피,100ml,52,,1.83,,
커피_카라멜마키아또 아이스(ICED),커피,100ml,61,,1.44,,
커피_카라멜마키아또 핫(HOT),커피,100ml,101,,2.29,,
커피_카라멜모카 아이스(ICED) (L),커피,100ml,77,,1.43,,
커피_카라멜모카 아이스(ICED) (R),커피,100ml,78,,1.08,,
커피_카라멜모카 핫(HOT) (L),커피,100ml,116,,2.39,,
커피_카라멜모카 핫(HOT) (R),커피,100ml,112,,2.26,,
커피_카라멜모카 핫(HOT),커피,100ml,70,,2.82,,
커피_카페 라떼 아이스(ICED) (L),커피,100ml,25,,1.56,,
커피_카페 라떼 아이스(ICED) (R),커피,100ml,24,,1.67,,
커피_카페 라떼 아이스(ICED) (Tall),커피,100ml,31,,1.69,,
커피_카페 라떼 아이스(ICED),커피,100ml,36,,1.58,,
커피_카페 라떼 핫(HOT) (L),커피,100ml,49,,2.22,,
커피_카페 라떼 핫(HOT) (R),커피,100ml,46,,2.22,,
커피_카페 라떼 핫(HOT) (Tall),커피,100ml,51,,2.82,,
커피_카페 라떼 핫(HOT),커피,100ml,50,,2.17,,
커피_카페 모카 아이스(ICED) (L),커피,100ml,63,,1.78,,
커피_카페 모카 아이스(ICED) (R),커피,100ml,63,,1.67,,
커피_카페 모카 아이스(ICED) (Tall),커피,100ml,70,,1.97,,
커피_카페 모카 핫(HOT) (L),커피,100ml,98,,2.44,,
커피_카페 모카 핫(HOT) (R),커피,100ml,98,,2.5,,
커피_카페 모카 핫(HOT) (Tall),커피,100ml,82,,2.82,,
커피_카페 아메리카노 아이스(ICED) (Tall),커피,100ml,3,,0.28,,
커피_카페 아메리카노 아이스(ICED),커피,100ml,1,,0.08,,
커피_카페 아메리카노 핫(HOT) (Tall),커피,100ml,3,,0.28,,
커피_카페 아메리카노 핫(HOT),커피,100ml,1,,0.08,,
커피_카페 연유다 아이스(ICED),커피,100ml,53,,1.46,,8.78
커피_카페라떼 아이스(ICED) (EX),커피,100ml,28,,1.44,,
커피_카페라떼 아이스(ICED) (J),커피,100ml,28,,1.54,,
커피_카페라떼 아이스(ICED) (L),커피,100ml,28,,1.48,,
커피_카페라떼 아이스(ICED) (L),커피,100ml,35,,1.53,,
커피_카페라떼 아이스(ICED) (L),커피,100ml,33,,1.48,,
커피_카페라떼 아이스(ICED) (L),커피,100ml,32,,1.7,,
커피_카페라떼 아이스(ICED) (Max),커피,100ml,30,,1.35,,
커피_카페라떼 아이스(ICED) (R),커피,100ml,31,,1.37,,
커피_카페라떼 아이스(ICED) (R),커피,100ml,34,,1.41,,
커피_카페라떼 아이스(ICED) (R),커피,100ml,30,,1.62,,
커피_카페라떼 아이스(ICED) (V),커피,100ml,38,,1.9,,
커피_카페라떼 아이스(ICED),커피,100ml,27,,1.42,,
커피_카페라떼 아이스(ICED),커피,100ml,29,,1.49,,2.55
커피_카페라떼 아이스(ICED),커피,100ml,32,,1.39,,
커피_카페라떼 아이스(ICED),커피,100ml,26,,1.31,,
커피_카페라떼 아이스(ICED),커피,100ml,30,,1.33,,
커피_카페라떼 아이스(ICED),커피,100ml,31,,1.97,,
커피_카페라떼 아이스(ICED),커피,100ml,26,,1.22,1.46,2.2
커피_카페라떼 아이스(ICED),커피,100ml,27,,1.2,,
커피_카페라떼 아이스(ICED),커피,100ml,29,,1.41,,
커피_카페라떼 핫(HOT) (EX),커피,100ml,49,,2.45,,
커피_카페라떼 핫(HOT) (J),커피,100ml,48,,2.75,,
커피_카페라떼 핫(HOT) (L),커피,100ml,54,,2.66,,
커피_카페라떼 핫(HOT) (L),커피,100ml,57,,2.5,,
커피_카페라떼 핫(HOT) (L),커피,100ml,49,,2.33,,
커피_카페라떼 핫(HOT) (L),커피,100ml,61,,3.06,,
커피_카페라떼 핫(HOT) (R),커피,100ml,58,,2.57,,
커피_카페라떼 핫(HOT) (R),커피,100ml,48,,2.25,,
커피_카페라떼 핫(HOT) (R),커피,100ml,62,,3.1,,
커피_카페라떼 핫(HOT),커피,100ml,30,,1.71,,
커피_카페라떼 핫(HOT),커피,100ml,50,,2.63,,4.21
커피_카페라떼 핫(HOT),커피,100ml,37,,1.39,,
커피_카페라떼 핫(HOT),커피,100ml,40,,1.96,,
커피_카페라떼 핫(HOT),커피,100ml,39,,1.72,,
커피_카페라떼 핫(HOT),커피,100ml,43,,2.82,,
커피_카페라떼 핫(HOT),커피,100ml,59,,2.58,3.23,4.52
커피_카페라떼 핫(HOT),커피,100ml,32,,1.56,,
커피_카페라떼 핫(HOT),커피,100ml,51,,2.26,,
커피_카페라떼,커피,100ml,18,,1.07,0.63,1.92
커피_카페모카 아이스(ICED) (EX),커피,100ml,64,,1.46,,
커피_카페모카 아이스(ICED) (L),커피,100ml,84,,1.46,,
커피_카페모카 아이스(ICED) (L),커피,100ml,72,,1.48,,
커피_카페모카 아이스(ICED) (L),커피,100ml,53,,1.63,,
커피_카페모카 아이스(ICED) (Max),커피,100ml,63,,1.52,,
커피_카페모카 아이스(ICED) (R),커피,100ml,78,,1.22,,
커피_카페모카 아이스(ICED) (R),커피,100ml,73,,1.69,,
커피_카페모카 아이스(ICED) (R),커피,100ml,74,,1.6,,
커피_카페모카 아이스(ICED) (V),커피,100ml,79,,1.93,,
커피_카페모카 아이스(ICED),커피,100ml,50,,1.08,,
커피_카페모카 아이스(ICED),커피,100ml,58,,2.08,,
커피_카페모카 아이스(ICED),커피,100ml,59,,1.59,,8.18
커피_카페모카 아이스(ICED),커피,100ml,56,,1.11,,
커피_카페모카 아이스(ICED),커피,100ml,71,,1.45,,
커피_카페모카 아이스(ICED),커피,100ml,60,,1.31,,
커피_카페모카 아이스(ICED),커피,100ml,91,,1.69,,
커피_카페모카 아이스(ICED),커피,100ml,65,,2.25,,
커피_카페모카 아이스(ICED),커피,100ml,59,,1.46,3.17,6.34
커피_카페모카 아이스(ICED),커피,100ml,59,,1.69,,
커피_카페모카 아이스(ICED),커피,100ml,51,,1.41,,
커피_카페모카 핫(HOT) (EX),커피,100ml,83,,2.44,,
커피_카페모카 핫(HOT) (L),커피,100ml,116,,2.39,,
커피_카페모카 핫(HOT) (L),커피,100ml,79,,2.33,,
커피_카페모카 핫(HOT) (L),커피,100ml,78,,2.39,,
커피_카페모카 핫(HOT) (R),커피,100ml,112,,2.43,,
커피_카페모카 핫(HOT) (R),커피,100ml,79,,2.25,,
커피_카페모카 핫(HOT) (R),커피,100ml,84,,2.75,,
커피_카페모카 핫(HOT),커피,100ml,62,,1.76,,
커피_카페모카 핫(HOT),커피,100ml,91,,3.71,,
커피_카페모카 핫(HOT),커피,100ml,75,,2.41,,9.88
커피_카페모카 핫(HOT),커피,100ml,82,,2.22,,
커피_카페모카 핫(HOT),커피,100ml,78,,1.96,,
커피_카페모카 핫(HOT),커피,100ml,83,,2.01,,
커피_카페모카 핫(HOT),커피,100ml,104,,2.33,,
커피_카페모카 핫(HOT),커피,100ml,102,,3.23,5.48,10
커피_카페모카 핫(HOT),커피,100ml,64,,1.82,,
커피_카페모카 핫(HOT),커피,100ml,71,,2.26,,
커피_카페모카,커피,100ml,39,,0.86,1.11,6.37
커피_카푸치노  아이스(ICED) (Tall),커피,100ml,32,,1.69,,
커피_카푸치노 (L),커피,100ml,20,,1.33,,
커피_카푸치노 (R),커피,100ml,22,,1.39,,
커피_카푸치노 아이스(ICED) (L),커피,100ml,25,,1,,
커피_카푸치노 아이스(ICED) (R),커피,100ml,19,,0.68,,
커피_카푸치노 아이스(ICED),커피,100ml,22,,1.18,,
커피_카푸치노 아이스(ICED),커피,100ml,21,,1.32,,1.84
커피_카푸치노 아이스(ICED),커피,100ml,19,,1.11,,
커피_카푸치노 아이스(ICED),커피,100ml,30,,1.47,,
커피_카푸치노 아이스(ICED),커피,100ml,24,,1.08,,
커피_카푸치노 아이스(ICED),커피,100ml,25,,1.08,,
커피_카푸치노 아이스(ICED),커피,100ml,28,,1.69,,
커피_카푸치노 아이스(ICED),커피,100ml,24,,1.22,1.22,1.95
커피_카푸치노 아이스(ICED),커피,100ml,23,,1.2,,
커피_카푸치노 핫(HOT) (L),커피,100ml,56,,2.39,,
커피_카푸치노 핫(HOT) (L),커피,100ml,40,,1.9,,
커피_카푸치노 핫(HOT) (L),커피,100ml,58,,2.9,,
커피_카푸치노 핫(HOT) (R),커피,100ml,57,,2.44,,
커피_카푸치노 핫(HOT) (R),커피,100ml,41,,1.69,,
커피_카푸치노 핫(HOT) (R),커피,100ml,55,,2.5,,
커피_카푸치노 핫(HOT) (Tall),커피,100ml,31,,1.69,,
커피_카푸치노 핫(HOT),커피,100ml,25,,1.39,,
커피_카푸치노 핫(HOT),커피,100ml,46,,2.5,,4.06
커피_카푸치노 핫(HOT),커피,100ml,31,,1.39,,
커피_카푸치노 핫(HOT),커피,100ml,33,,1.61,,
커피_카푸치노 핫(HOT),커피,100ml,39,,1.72,,
커피_카푸치노 핫(HOT),커피,100ml,46,,2,,
